CMDLINE python3 python_programs/Gemini/maximum_running_time_of_n_computers.py
MEM 0.234375 1745213939.2634
MEM 1.453125 1745213939.2648
MEM 5.078125 1745213939.2661
MEM 6.515625 1745213939.2673
MEM 7.187500 1745213939.2686
MEM 7.859375 1745213939.2699
MEM 8.250000 1745213939.2712
MEM 8.296875 1745213939.2725
MEM 9.375000 1745213939.2737
MEM 9.625000 1745213939.2750
