CMDLINE python3 python_programs/Gemini/most_profit_assigning_work.py
MEM 0.234375 1745213941.9836
MEM 1.453125 1745213941.9849
MEM 5.093750 1745213941.9862
MEM 6.562500 1745213941.9875
MEM 7.312500 1745213941.9888
MEM 8.062500 1745213941.9900
MEM 8.406250 1745213941.9913
MEM 8.500000 1745213941.9926
MEM 8.687500 1745213941.9939
MEM 10.312500 1745213941.9951
MEM 11.343750 1745213941.9964
